5M	1719
10M	2891
15M	4262
20M	5529
25M	7452
30M	8451
35M	9464
40M	10675
45M	12752
50M	14460
55M	15539
60M	16747
65M	17500
70M	19519
75M	21092
80M	21838
85M	24149
90M	24715
95M	26405
100M	28212
5M	1626
10M	2706
15M	3982
20M	5978
25M	6797
30M	8134
35M	9851
40M	10893
45M	12585
50M	13714
55M	15577
60M	16512
65M	18470
70M	19928
75M	20924
80M	21959
85M	24575
90M	25915
95M	27106
100M	28628
